Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess			Total	%	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess	
WyYHUND96n	parathyroid gland problem (not cancer)	MONDO:0021311	malignant tumor of parathyroid gland	EFO:0005754	parathyroid disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
zuCKtVSRYV	chronic/degenerative neurological problem	EFO:0000618	nervous system disease	EFO:0005772	neurodegenerative disease	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
DZpJRnBMbJ	muscle/soft tissue problem	EFO:1000541	Soft Tissue Neoplasm	EFO:0009470	soft tissue disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
h5obW5dvwY	other renal/kidney problem	EFO:0003865	kidney neoplasm	EFO:0003086	kidney disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
uwdndM638J	other joint disorder	EFO:1000999	joint disease	EFO:1000999	joint disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
StWL9nycXA	diabetic neuropathy/ulcers	EFO:1000783	diabetic neuropathy	EFO:1000783	diabetic neuropathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Vv2F5GDpCH	cervical spondylosis	EFO:0009610	cervical spondylosis	EFO:0009610	"spondylosis, cervical"	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
rY7e2g8Fdq	svt / supraventricular tachycardia	HP:0004755	Supraventricular tachycardia	HP:0004755	supraventricular tachycardia	Same	TRUE	FALSE	TRUE	FALSE	FALSE										
6W6mMNFz3o	anal problem	EFO:0009477	vertebral joint disease	HP:0004378	abnormality of the anus	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
msfwfZ6Yfz	macular degeneration	EFO:0001365	age-related macular degeneration	EFO:0009606	macular degeneration	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
FFPFfoKqT4	bowel / intestinal obstruction	MONDO:0004565	intestinal obstruction	HP:0004796	gastrointestinal obstruction	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
NWUpS5izJq	benign neuroma	EFO:0002751	benign	EFO:0009619	neuroma	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
Cxs4garPQn	Hearing difficulty/problems: I am completely deaf	HP:0003698	Difficulty standing	EFO:0001063	deafness	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
jWUpUEtngk	Which eye(s) are affected by cataract: Right eye	EFO:1001888	eye infection	EFO:0001059	cataract	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
XtVsCTVMBJ	Which eye(s) are affected by cataract: Left eye	EFO:1001888	eye infection	EFO:0001059	cataract	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
i7fstLUFWr	Number of self-reported cancers	EFO:0009800	"number of cancers, self-reported"	EFO:0009800	cancer	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
4PD9qU3Dt3	Number of self-reported non-cancer illnesses	EFO:0009801	"number of non-cancer illnesses, self-reported"	EFO:0009801	disease	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
L2zbwQVALV	"Number of operations, self-reported"	EFO:0009802	"number of operations, self-reported"	EFO:0009802	medical prodecure	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
3hSApPoVxC	Number of treatments/medications taken	EFO:0009803	"number of treatments or medications taken, self-reported"	EFO:0009803	treatment	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
ekpqKjLK2N	Getting up in morning	EFO:0009817	"ease of getting up in the morning, self-reported"	EFO:0009817		Same	FALSE	FALSE	FALSE	FALSE	FALSE										
TzqkenRQrn	Nap during day	EFO:0009818	"nap during day, self-reported"	EFO:0009818	Need to sleep during day	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
sFkmPsw4Hp	Comparative body size at age 10	EFO:0009819	"comparative body size at age 10, self-reported"	EFO:0009819	body height	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
bqd5FHykeN	Father's age at death	EFO:0009712	father's age at death	EFO:0009712	age at death	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
DFLJEisAYJ	Suffer from 'nerves'	EFO:0003843	pain	NCIT:C74532	nervousness	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
7Fumeg9zno	"Seen doctor (GP) for nerves, anxiety, tension or depression"	EFO:0009820	"seeing a general practitioner for nerves, anxiety, tension or depression, self-reported"	EFO:0009820	mental or behavioural disorder	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
7VJHNuLbDj	"Seen a psychiatrist for nerves, anxiety, tension or depression"	EFO:0009821	"seeing a psychiatrist for nerves, anxiety, tension or depression, self-reported"	EFO:0009821	mental or behavioural disorder	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
pnWzohKbQQ	Relative age of first facial hair	EFO:0009716	age at first facial hair	EFO:0009716	puberty onset measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
a2PXiu4ABg	Number of children fathered	EFO:0009814	number of children fathered measurement	EFO:0009814	number of children ever born measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
sgCmYFC66Y	Age at first live birth	EFO:0009101	age at first birth measurement	EFO:0009101	age at first birth measurement	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
WsoTDfq3PU	Bilateral oophorectomy (both ovaries removed)	EFO:0009717	bilateral oophorectomy	EFO:0009717	bilateral oophorectomy	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
Nv6DYuHUtv	Peak expiratory flow (PEF)	EFO:0009718	peak expiratory flow	EFO:0009718	peak expiratory flow	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
ntgHAiDEkH	Pace-maker	EFO:0009719	artificial cardiac pacemaker	EFO:0009719	cardiac pacemaker	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
awAV7C4qry	Mother's age at death	EFO:0009721	mother's age at death	EFO:0009721	age at death	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
BhdpjvJ2KL	Number of stillbirths	EFO:0009722	number of stillbirths	EFO:0009722	?	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
vaYsSK7z9c	Age of primiparous women at birth of child	MONDO:0017014	interstitial lung disease specific to childhood	EFO:0009101	age at first birth measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
7u53YV3dSR	Pulse wave reflection index	EFO:0009804	pulse wave reflection index measurement	EFO:0009804	reflection wave amplitude	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
6LjmtM2crk	Work/job satisfaction	EFO:0009723	job satisfaction measurement	EFO:0009723	job satisfaction	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
MFZMipVRCk	Health satisfaction	EFO:0009724	health satisfaction measurement	EFO:0009724	satisfaction	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
L3YXwXv5nP	Friendships satisfaction	EFO:0009725	friendship satisfaction measurement	EFO:0009725	satisfaction	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
L5sS5cwfez	Financial situation satisfaction	EFO:0009726	financial situation satisfaction measurement	EFO:0009726	satisfied with current financial situation	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
Sw6RTqkqxo	Ever manic/hyper for 2 days	EFO:0007706	manic or hypomanic episode	EFO:0007705	manic episode measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
85PWK8qbD6	Ever highly irritable/argumentative for 2 days	HP:0000737	Irritability	EFO:0009594	irritability measurement	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
eqUZy46bjw	Cochlear implant	EFO:0009728	cochlear implant	EFO:0009728	cochlear implants	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
zxn5SfQKmr	Able to walk or cycle unaided for 10 minutes	EFO:0009822	"ability to walk or cycle unaided for 10 minutes, self-reported"	EFO:0009822	physical activity	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
YmXuv8GaWs	Target heart rate achieved	EFO:0009823	"achievement of target heart rate, self-reported"	EFO:0009823	heart rate	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
3wKn8L66fM	Sitting height	EFO:0011011	sitting height measurement	EFO:0007118	sitting height ratio	Unrelated	FALSE	TRUE	FALSE	FALSE	FALSE										
bYPmfwDXx7	Cascot confidence score	EFO:0009815	CASCOT confidence score measurement	EFO:0009815	quantitative confidence value	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
FHunKEd27i	Bring up phlegm/sputum/mucus on most days	EFO:0009824	"bringing up phlegm, sputum or mucus on most days, self-reported"	EFO:0009824	?	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
a3DUo4zjVu	Whole body water mass	EFO:0009805	whole body water mass	EFO:0009805	body weight	Same	FALSE	TRUE	FALSE	FALSE	FALSE										
Jf4euVvscL	Reported occurrences of cancer	MONDO:0004992	cancer	EFO:0000311	cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
cgs7KQt6hz	oesophageal stricture	HP:0002043	Esophageal stricture	HP:0002043	esophageal stricture	Same	TRUE	FALSE	TRUE	FALSE	FALSE										
5MEzNaKfR7	bladder problem (not cancer)	MONDO:0005411	gallbladder cancer	EFO:1000018	bladder disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
3pvceLzjih	prostate problem (not cancer)	MONDO:0008315	prostate cancer	EFO:0009602	prostate disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
hnz4ZvYhHx	testicular problems (not cancer)	EFO:0005088	testicular carcinoma	EFO:0009601	testicular disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
Gj58GgzkLL	thyroid problem (not cancer)	MONDO:0002108	thyroid cancer	EFO:1000627	thyroid disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
uz5iSfGUVF	thyroid radioablation therapy	EFO:0009600	thyroid radioablation therapy	EFO:0009600	thyroid radioablation therapy	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
jQE95qUBDa	adrenocortical insufficiency/addison's disease	EFO:0009491	adrenocortical insufficiency	EFO:0009491	adrenocortical insufficiency	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
GNvBaAHbwi	neurological injury/trauma	EFO:0009490	nervous system injury	EFO:0009490	nervous system injury	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Whzt6yhb6C	cranial nerve problem/palsy	EFO:0009489	cranial nerve palsy	EFO:0009489	cranial nerve palsy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
eUp9obUoUx	spinal cord disorder	EFO:0009488	spinal cord disease	EFO:0009488	spinal cord disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
AU4NLa4ZMA	peripheral nerve disorder	EFO:0009387	peripheral nervous system disease	EFO:0009387	peripheral nervous system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jmTtuKa3aE	trapped nerve/compressed nerve	EFO:0009487	nerve compression syndrome	EFO:0009487	nerve compression syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jG9qZ7Svxf	diabetic eye disease	EFO:0009486	diabetic eye disease	EFO:0009486	diabetic eye disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VS8a9Yuc4e	eye trauma	EFO:0000546	injury	EFO:0009485	eye injury	More General	FALSE	FALSE	FALSE	FALSE	FALSE										
ugzQDJVfQY	back problem	EFO:0009477	vertebral joint disease	HP:0003418	back pain	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
odXDBiDihZ	uterine polyps	EFO:0009484	uterine polyp	EFO:0009484	uterine polyp	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
FRx6VsvaeL	allergy or anaphylactic reaction to drug	EFO:0009482	drug allergy	EFO:0009482	drug allergy	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
uUZRjY5h6P	enlarged prostate	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
WWXaBEwBHb	burns	EFO:1001788	Eye Burns	EFO:0009516	burn	More Specific	FALSE	FALSE	FALSE	FALSE	FALSE										
tjuYvPBFMc	nasal/sinus disorder	EFO:0009481	paranasal sinus disease	EFO:0009481	paranasal sinus disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4C7LvWZLBm	throat or larynx disorder	EFO:0009479	throat disease	EFO:0009479	throat disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
SjMT63V7NA	vocal cord polyp	EFO:0009478	vocal cord polyp	EFO:0009478	vocal cord polyp	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
s6vSLCEbc5	other neurological problem	EFO:0000618	nervous system disease	EFO:0000618	nervous system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ncPn46k9dG	clotting disorder/excessive bleeding	EFO:0009314	blood coagulation disease	EFO:0009314	blood coagulation disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Ps5dJ4JQrQ	disc problem	EFO:0009477	vertebral joint disease	EFO:0009477	vertebral joint disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
XvQE7inXqj	cervical polyps	EFO:0009475	cervical polyp	EFO:0009475	cervical polyp	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
qJ9WGSbbDA	abnormal smear (cervix)	EFO:0009511	abnormal PAP smear	EFO:0009511	abnormal PAP smear	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
3HmxgVn3Pf	benign breast lump	HP:0032408	Breast mass	EFO:0003014	breast fibrocystic disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
EbPnX3dZJD	Volume_depletion	EFO:0001715	volume	HP0011106	?	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
wscnxxtuuU	Perineal_laceration_during_delivery	EFO:0009816	perineal laceration during delivery	EFO:0009816	first degree perineal laceration	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
DGucEAmpFB	Intrauterine_hypoxia	EFO:1001793	fetal hypoxia	EFO:1001793	hypoxia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
PzMtSu9HTq	Abnormal_serum_enzyme_levels	EFO:0009826	abnormality of serum enzyme levels	EFO:0009826	liver enzyme measurement	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
pBunWrGnrn	Injury_of_other_intrathoracic_organs	EFO:0009887	intrathoracic organ injury	EFO:0009887	injury	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
LxWxcGP6GU	Other_fluke_infections	EFO:0007418	paragonimiasis	EFO:1001342	infectious disease	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
AbHTBrFWrQ	Hereditary_ataxia	EFO:0009671	hereditary ataxia	EFO:0009671	hereditary ataxia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
yS7DD4T2f2	Mycetoma	EFO:0007265	eumycotic mycetoma	EFO:0007265	eumycotic mycetoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
xiyLTkW8BM	Viral_warts	EFO:0007147	anogenital venereal wart	EFO:0009662	warts	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
cDDcXRqE5C	Convalescence	EFO:0009630	convalescence	EFO:0009630	caonvalescence	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
d8KGQrCJRc	Other_disorders_of_nervous_system	EFO:0000618	nervous system disease	EFO:0000618	nervous system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
fZMg7MXPPm	Hypertensive_renal_disease	MONDO:0024633	hypertensive nephropathy	EFO:1002039	renal hypertension	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
adXLCRmnnb	Headache	HP:0002315	Headache	HP:0002315	Headache	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
rJ3RgsRZrR	Fever of unknown origin	EFO:0003952	fever of unknown origin	EFO:0003952	fever of unknown origin	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
Ppgqgjda9P	Dysphagia	HP:0002015	Dysphagia	HP:0002015	Dysphagia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
gvqYFjWBHF	Cough	HP:0012735	Cough	HP:0012735	Cough	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
vQbT3wkFa2	Other arthritis	EFO:0005856	arthritis	EFO:0005856	arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
4qZxVPb8n6	Systemic lupus erythematosus	MONDO:0007915	systemic lupus erythematosus	EFO:0002690	systemic lupus erythematosus	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
7Vgg4GXJyH	Systemic sclerosis	EFO:0000717	systemic scleroderma	EFO:0000717	systemic scleroderma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
sgF97pm8tU	Psoriasis	EFO:0000676	psoriasis	EFO:0000676	psoriasis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
cE7HxX85mj	Other disorders of pigmentation	EFO:1000755	pigmentation disease	EFO:1000755	pigmentation disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
BK9rm8NvN3	"Ulcer of lower limb, not elsewhere classified"	EFO:0007068	ulcer of lower limb	EFO:0007068	ulcer of lower limb	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
4vpWfTTYLe	Dyspepsia	EFO:0008533	dyspepsia	EFO:0008533	dyspepsia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YrrdemByQY	Inguinal hernia	HP:0000023	Inguinal hernia	HP:0000023	inguinal hernia	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
XMEcRBAncb	"Bacterial pneumonia, not elsewhere classified"	EFO:1001272	bacterial pneumonia	EFO:1001272	bacterial pneumonia	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
LRsQFSxHXL	"Pneumonia, organism unspecified"	EFO:0007183	bronchiolitis obliterans	EFO:0003106	pneumonia	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
4hER3Q5YxJ	Nasal polyp	EFO:1000391	Nasal Cavity Polyp	EFO:1000391	nasal cavity polyp	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
avwMdZL2xY	Peritonsillar abscess	EFO:0007429	peritonsillar abscess	EFO:0007429	peritonsillar abscess	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
yB7u2PK6zZ	Emphysema	EFO:0000464	emphysema	EFO:0000464	emphysema	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
PB3aGTiYYM	Other chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
B2EFspHRJj	Asthma	MONDO:0004979	asthma	EFO:0000270	asthma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
JHF92Q465E	Bronchiectasis	HP:0002110	Bronchiectasis	HP:0002110	Bronchiectasis	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
kdrvCu9yJ8	Other interstitial pulmonary diseases	HP:0006530	Abnormal pulmonary interstitial morphology	EFO:0004244	interstitial lung disease	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
wn3tmpf96F	Other respiratory disorders	EFO:0000684	respiratory system disease	EFO:0000684	respiratory system disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
DsSp2W8pdq	Bipolar affective disorder	MONDO:0004985	bipolar disorder	EFO:0000289	bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
qGmLbBLWms	"Sexual dysfunction, not caused by organic disorder or disease"	EFO:0004714	sexual dysfunction	EFO:0004714	sexual dysfunction	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
o8dr3NCFzD	Other hypothyroidism	EFO:0004705	hypothyroidism	EFO:0004705	hypothyroidism	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Pjqea2CsJJ	Melanoma in situ	EFO:0000756	melanoma	EFO:0004957	Clark level I melanoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
psdYpdziXr	Benign neoplasm of ovary	EFO:1000116	Benign Ovarian Neoplasm	EFO:1000116	benign ovarian neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
TENEk85mdH	Benign neoplasm of thyroid gland	EFO:1000122	Benign Thyroid Gland Neoplasm	EFO:1000122	benign thyroid gland neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
D6x2JkSFMh	Polycythaemia vera	EFO:0002429	polycythemia vera	EFO:0002429	Polycythaemia vera	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
gr4wDqk2kE	Myelodysplastic syndromes	EFO:0000198	myelodysplastic syndrome	EFO:0000198	myelodysplastic syndrome	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
mS77wrVdKa	Malignant neoplasm of colon	MONDO:0021063	malignant colon neoplasm	EFO:1001950	colon carcinoma	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
X5y7nhDFwY	Malignant neoplasm of larynx	EFO:1000354	Malignant Laryngeal Neoplasm	EFO:1000354	Malignant Laryngeal Neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Df6EdBWPd3	Mesothelioma	EFO:0000588	mesothelioma	EFO:0000588	mesothelioma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
ezHCNeDFo9	Hodgkin's disease	EFO:0000183	Hodgkins lymphoma	EFO:0000183	Hodgkins lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
enSWpttkhd	Lymphoid leukaemia	EFO:0000220	acute lymphoblastic leukemia	EFO:0004289	lymphoid leukemia	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE										
cTwL2MezZK	Myeloid leukaemia	MONDO:0004643	myeloid leukemia	EFO:0000222	acute myeloid leukemia	More General	TRUE	FALSE	FALSE	FALSE	FALSE										
CK27pzEiBd	Other disorders of bladder	EFO:1000018	bladder disease	EFO:1000018	bladder disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
NWLBY9WnZG	Other inflammation of vagina and vulva	MONDO:0002234	vaginitis	EFO:0005757	vaginal inflammation	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
rh9oHfdTeL	Other rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	EFO:0000685	rheumatoid arthritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
HC6wiyyZWL	"Other joint disorders, not elsewhere classified"	EFO:1000999	joint disease	EFO:1000999	joint disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
HHDHryauYr	"Other disorders of skin and subcutaneous tissue, not elsewhere classified"	EFO:0000701	skin disease	EFO:0000701	skin disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
oHcjmggx84	Other aneurysm	EFO:0009659	aneurysm	EFO:0009659	aneurysm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
VeX3EHNBjc	Other hearing loss	EFO:0004238	hearing loss	EFO:0004238	hearing loss	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Jdtp4fzuk4	Acute and transient psychotic disorders	EFO:0000677	mental or behavioural disorder	EFO:0005940	General psycotic symptoms term	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
W6dLEBAXCG	Other anxiety disorders	EFO:0006788	anxiety disorder	EFO:0006788	General anxiety disorder	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
U4ftcEVvaT	Other disorders of thyroid	EFO:1000627	thyroid disease	EFO:1000627	General throid disorder term	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Z4ihRWFtZf	Neoplasm of uncertain or unknown behaviour of female genital organs	EFO:1001331	"Genital neoplasm, female"	EFO:1001331	"Genital neoplasm, female"	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
Yd2SXatBfU	Neoplasm of uncertain or unknown behaviour of endocrine glands	EFO:0003769	endocrine neoplasm	EFO:0003769	endocrine neoplasm	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
YxXevKvJ6X	Malignant neoplasm of tonsil	EFO:1001214	tonsil cancer	EFO:1001214	tonsil cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
S5A9LA5nJc	Malignant neoplasm of rectum	EFO:1000657	rectum cancer	EFO:1000657	rectum cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
jVB3aY8qku	Malignant melanoma of skin	EFO:0000389	cutaneous melanoma	EFO:0000389	cutaneous melanoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
tbSSQLrnik	Other septicaemia	EFO:1001091	Pasteurella hemorrhagic septicemia	HP:0100806	sepsis	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
mTCVme35id	Family history of malignant neoplasm	EFO:0009640	family history of cancer	EFO:0009640	"There is only family history of breast or lung cancer, could use a parent term like family history of cancer?"	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
MDjXHEoVB9	Abnormal findings on diagnostic imaging of other body structures	EFO:0009827	abnormal result of diagnostic imaging	EFO:0009827	abnormal finding	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
M5xihyNUmh	Symptoms and signs concerning food and fluid intake	EFO:0009825	sign or symptom concerning food and fluid intake	EFO:0009825	sign or symptom	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
3csJmDKFrU	Pregnancy examination and test	EFO:0009643	pregnancy test	EFO:0009643	pregnancy test	Same	FALSE	FALSE	FALSE	FALSE	TRUE										
bchxEmuNh8	"Adverse effects, not elsewhere classified"	EFO:0009658	adverse effect	EFO:0009658	No general adverse effects term	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
y7CNRveEkF	Injury of unspecified body region	EFO:0000546	injury	EFO:0000546	injury	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
8cucpZzftJ	"Dislocation, sprain and strain of joints and ligaments at neck level"	HP:0001373	Joint dislocation	EFO:0009476	neck injury	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
7F46v7dHqG	Other general symptoms and signs	EFO:0003765	sign or symptom	EFO:0003765	sign or symptom	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
7gz37VUVuj	"Oedema, not elsewhere classified"	EFO:0009373	edema	EFO:0009373	edema	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
uFs98kY4RZ	Syncope and collapse	HP:0001279	Syncope	HP:0001279	syncope	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
ibwJDJbHcP	Malaise and fatigue	HP:0012378	Fatigue	HP:0012378 | EFO:0009641	fatigue||malaise	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE										
vWVgJUhJuP	Voice disturbances	HP:0001288	Gait disturbance	EFO:0009692	voice disturbance	Unrelated	TRUE	FALSE	FALSE	FALSE	FALSE										
e4TScFwPFZ	Other symptoms and signs involving the urinary system	EFO:0003765	sign or symptom	HP:0000079	abnormality of the urinary system	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
G4zYXjWibs	Other skin changes	HP:0000712	Emotional lability	HP:0000951	abnormality of the skin	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
UTTC8PaeQh	Flatulence and related conditions	EFO:0009669	flatulence	EFO:0009669	flatulence	Same	TRUE	FALSE	FALSE	FALSE	FALSE										
GrMSZVyw7L	Ectopic pregnancy	HP:0031456	Ectopic pregnancy	HP:0031456	ectopic pregnancy	Same	FALSE	FALSE	FALSE	FALSE	FALSE										
P9w7Qjqghu	Other disorders of amniotic fluid and membranes	EFO:1001263	amniotic fluid embolism	HP:0001560	abnormality of the amniotic fluid	Unrelated	FALSE	FALSE	TRUE	FALSE	FALSE										
AfCbGzpMHf	"Antepartum haemorrhage, not elsewhere classified"	HP:0025328	Antepartum hemorrhage	HP:0025328	antepartum hemorrhage	Same	FALSE	FALSE	TRUE	FALSE	FALSE										
