Source Term ID	Source Term	t2t.Mapping	t2t.MappingLabel	Benchmark.Mapping	Benchmark.MappingLabel	Classification	IsDisease	IsMeasurement	IsPhenotype	IsAmount	IsProcess
NCIT:C60781	Astrocytoma	EFO:0000272	astrocytoma	EFO:0000272	astrocytoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C6958	Astrocytic Tumor	MONDO:0021636	astrocytic tumor	EFO:0000272	astrocytoma	More General	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3310	atopic dermatitis	EFO:0000274	atopic eczema	EFO:0000274	atopic eczema	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004980	atopic eczema	EFO:0000274	atopic eczema	EFO:0000274	atopic eczema	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3001	Eczema	EFO:0000274	atopic eczema	EFO:0000274	atopic eczema	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0060224	atrial fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0005110	Atrial fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004981	atrial fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C50466	Atrial Fibrillation	EFO:0000275	atrial fibrillation	EFO:0000275	atrial fibrillation	Same	TRUE	FALSE	FALSE	FALSE	FALSE
FMA:9478	Atrioventricular node	EFO:0005305	atrioventricular node disease	EFO:0000276	obsolete_atrioventricular node	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000095	atrioventricular node	EFO:0005305	atrioventricular node disease	EFO:0000276	obsolete_atrioventricular node	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000044	myotome somite 14	MONDO:0016120	myotonic syndrome	EFO:0000276	obsolete_atrioventricular node	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000903	atrium	HP:0011565	Common atrium	EFO:0000277	obsolete_cardiac atrium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EMAPA:16688	heart atrium	HP:0005120	Abnormal cardiac atrium morphology	EFO:0000277	obsolete_cardiac atrium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:85574	Atrium	HP:0011565	Common atrium	EFO:0000277	obsolete_cardiac atrium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000073	heart atrium	HP:0005120	Abnormal cardiac atrium morphology	EFO:0000277	obsolete_cardiac atrium	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:4989	pancreatitis	EFO:0000278	pancreatitis	EFO:0000278	pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3306	Pancreatitis	EFO:0000278	pancreatitis	EFO:0000278	pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0111910	spermatogenic failure	EFO:0000279	azoospermia	EFO:0000279	azoospermia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:14227	azoospermia	EFO:0000279	azoospermia	EFO:0000279	azoospermia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004983	spermatogenic failure	EFO:0000279	azoospermia	EFO:0000279	azoospermia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:9206	Barrett's esophagus	EFO:0000280	Barrett's esophagus	EFO:0000280	Barrett's esophagus	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0013662	Barrett esophagus	EFO:0000280	Barrett's esophagus	EFO:0000280	Barrett's esophagus	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2891	Barrett Esophagus	EFO:0000280	Barrett's esophagus	EFO:0000280	Barrett's esophagus	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000281	basal-like breast carcinoma	EFO:0000281	basal-like breast carcinoma	EFO:0000281	basal-like breast carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C53558	Basal-Like Breast Carcinoma	EFO:0000281	basal-like breast carcinoma	EFO:0000281	basal-like breast carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:11132	prostatic hypertrophy	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:2883	prostatic adenoma	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0008711	Benign prostat hiperplazisi	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0010811	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2897	Benign Prostatic Hyperplasia	EFO:0000284	benign prostatic hyperplasia	EFO:0000284	benign prostatic hyperplasia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3312	bipolar disorder	MONDO:0004985	bipolar disorder	EFO:0000289	obsolete_bipolar disorder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000123	bladder	EFO:0000294	bladder tumor	EFO:0000290	obsolete_bladder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:15900	Urinary bladder	EFO:0000294	bladder tumor	EFO:0000290	obsolete_bladder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000380	urinary bladder	EFO:0000294	bladder tumor	EFO:0000290	obsolete_bladder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
XAO:0000154	bladder	EFO:0000294	bladder tumor	EFO:0000290	obsolete_bladder	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:4007	bladder carcinoma	MONDO:0004986	urinary bladder carcinoma	EFO:0000292	obsolete_bladder carcinoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EFO:0000292	obsolete_bladder carcinoma	MONDO:0004986	urinary bladder carcinoma	EFO:0000292	obsolete_bladder carcinoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
HP:0002862	Blaas carcinoom	MONDO:0008876	Bloom syndrome	EFO:0000292	obsolete_bladder carcinoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
NCIT:C4912	Bladder Carcinoma	MONDO:0004986	urinary bladder carcinoma	EFO:0000292	obsolete_bladder carcinoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EFO:0000294	bladder tumor	EFO:0000294	bladder tumor	EFO:0000294	bladder tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004987	urinary bladder neoplasm	EFO:0000294	bladder tumor	EFO:0000294	bladder tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2901	Bladder Neoplasm	EFO:0000294	bladder tumor	EFO:0000294	bladder tumor	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0001099	blastocyst	EFO:0007173	Blastocystis hominis infectious disease	EFO:0000295	obsolete_blastocyst	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000089	blood	MONDO:0002334	hematopoietic and lymphoid system neoplasm	EFO:0000296	obsolete_blood	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000227	central nervous system	EFO:0000326	central nervous system cancer	EFO:0000302	obsolete_brain	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00003624	adult brain	EFO:0001272	adult	EFO:0000302	obsolete_brain	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:50801	Brain	EFO:0003833	brain neoplasm	EFO:0000302	obsolete_brain	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000168	brain	EFO:0003833	brain neoplasm	EFO:0000302	obsolete_brain	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
WBbt:0005440	pharyngeal nervous system	EFO:0000897	pharyngeal nervous system	EFO:0000302	obsolete_brain	Same	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000008	brain	EFO:0003833	brain neoplasm	EFO:0000302	obsolete_brain	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3458	breast adenocarcinoma	EFO:0000304	breast adenocarcinoma	EFO:0000304	breast adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5214	Breast Adenocarcinoma	EFO:0000304	breast adenocarcinoma	EFO:0000304	breast adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3459	breast carcinoma	EFO:0000305	breast carcinoma	EFO:0000305	breast carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4872	Breast Carcinoma	EFO:0000305	breast carcinoma	EFO:0000305	breast carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0060548	luminal breast carcinoma A	MONDO:0021116	luminal A breast carcinoma	EFO:0000306	breast tumor luminal	More Specific	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000306	breast tumor luminal	EFO:0000306	breast tumor luminal	EFO:0000306	breast tumor luminal	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004990	breast tumor luminal A or B	EFO:0000306	breast tumor luminal	EFO:0000306	breast tumor luminal	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4926	bronchiolo-alveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000308	bronchoalveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004991	minimally invasive lung adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2923	Minimally Invasive Lung Adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	EFO:0000308	bronchoalveolar adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:8584	Burkitt lymphoma	EFO:0000309	Burkitts lymphoma	EFO:0000309	Burkitts lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000309	Burkitts lymphoma	EFO:0000309	Burkitts lymphoma	EFO:0000309	Burkitts lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0007243	Burkitt lymphoma	EFO:0000309	Burkitts lymphoma	EFO:0000309	Burkitts lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2912	Burkitt Lymphoma	EFO:0000309	Burkitts lymphoma	EFO:0000309	Burkitts lymphoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:11724	limb-girdle muscular dystrophy	MONDO:0016971	limb-girdle muscular dystrophy	EFO:0000310	obsolete_calpainopathy	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0050686	organ system cancer	MONDO:0004992	cancer	EFO:0000311	obsolete_cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0050687	cell type cancer	MONDO:0004992	cancer	EFO:0000311	obsolete_cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:162	cancer	MONDO:0004992	cancer	EFO:0000311	obsolete_cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
EFO:0000311	obsolete_cancer	MONDO:0004992	cancer	EFO:0000311	obsolete_cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
NCIT:C9305	Malignant Neoplasm	MONDO:0004992	cancer	EFO:0000311	obsolete_cancer	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:305	carcinoma	EFO:0000313	carcinoma	EFO:0000313	carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2916	Carcinoma	EFO:0000313	carcinoma	EFO:0000313	carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
FBbt:00005541	cardiogenic mesoderm	EFO:0000315	cardiac mesoderm primordium	EFO:0000315	cardiac mesoderm primordium	Same	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000862	heart ventricle	HP:0001667	Right ventricular hypertrophy	EFO:0000317	obsolete_cardiac ventricle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:82553	Ventricle	EFO:0007201	cerebral ventricle cancer	EFO:0000317	obsolete_cardiac ventricle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000091	heart ventricle	HP:0001667	Right ventricular hypertrophy	EFO:0000317	obsolete_cardiac ventricle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000009	cardiac ventricle	MONDO:0045001	cardiac ventricle disorder	EFO:0000317	obsolete_cardiac ventricle	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0050700	cardiomyopathy	EFO:0000318	cardiomyopathy	EFO:0000318	cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C34830	Cardiomyopathy	EFO:0000318	cardiomyopathy	EFO:0000318	cardiomyopathy	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:1287	cardiovascular system disease	EFO:0000319	cardiovascular disease	EFO:0000319	cardiovascular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004995	cardiovascular disorder	EFO:0000319	cardiovascular disease	EFO:0000319	cardiovascular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2931	Cardiovascular Disorder	EFO:0000319	cardiovascular disease	EFO:0000319	cardiovascular disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0002322	cell property	EFO:0000323	cell property	EFO:0000323	cell property	Same	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3620	central nervous system cancer	EFO:0000326	central nervous system cancer	EFO:0000326	central nervous system cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4627	Malignant Central Nervous System Neoplasm	EFO:0000326	central nervous system cancer	EFO:0000326	central nervous system cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9293	Central Nervous System Neoplasm	EFO:1000158	Central Nervous System Neoplasm	EFO:0000326	central nervous system cancer	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0000232	cerebellum	MONDO:0002913	cerebellar neoplasm	EFO:0000327	obsolete_cerebellum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000233	cerebral cortex	MONDO:0044996	cerebral cortex disorder	EFO:0000328	obsolete_cerebral cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00003625	adult brain cell body rind	EFO:0001272	adult	EFO:0000328	obsolete_cerebral cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:61830	Cerebral cortex	MONDO:0044996	cerebral cortex disorder	EFO:0000328	obsolete_cerebral cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000185	cerebral cortex	MONDO:0044996	cerebral cortex disorder	EFO:0000328	obsolete_cerebral cortex	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000237	cerebrospinal fluid	EFO:1001775	cerebrospinal fluid otorrhea	EFO:0000329	obsolete_cerebrospinal fluid	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0070323	childhood acute myeloid leukemia	EFO:0000330	childhood acute myeloid leukemia	EFO:0000330	childhood acute myeloid leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C9160	Childhood Acute Myeloid Leukemia	EFO:0000330	childhood acute myeloid leukemia	EFO:0000330	childhood acute myeloid leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:2649	chondroblastoma	EFO:0000331	chondroblastoma	EFO:0000331	chondroblastoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0030432	Chondroblastom	EFO:0000331	chondroblastoma	EFO:0000331	chondroblastoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0004997	chondroblastoma	EFO:0000331	chondroblastoma	EFO:0000331	chondroblastoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2945	Chondroblastoma	EFO:0000331	chondroblastoma	EFO:0000331	chondroblastoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000332	chondromyxoid fibroma	EFO:0000332	chondromyxoid fibroma	EFO:0000332	chondromyxoid fibroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3830	Chondromyxoid Fibroma	EFO:0000332	chondromyxoid fibroma	EFO:0000332	chondromyxoid fibroma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3371	chondrosarcoma	EFO:0000333	chondrosarcoma	EFO:0000333	chondrosarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0006765	Chondrosarcoma	EFO:0000333	chondrosarcoma	EFO:0000333	chondrosarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0008977	chondrosarcoma	EFO:0000333	chondrosarcoma	EFO:0000333	chondrosarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C2946	Chondrosarcoma	EFO:0000333	chondrosarcoma	EFO:0000333	chondrosarcoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3302	chordoma	MONDO:0008978	chordoma	EFO:0000334	obsolete_chordoma	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:4471	chromophobe renal cell carcinoma	EFO:0000335	chromophobe renal cell carcinoma	EFO:0000335	chromophobe renal cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4146	Chromophobe Renal Cell Carcinoma	EFO:0000335	chromophobe renal cell carcinoma	EFO:0000335	chromophobe renal cell carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
HP:0005231	Chronic gastritis	EFO:0000337	chronic gastritis	EFO:0000337	chronic gastritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005001	chronic gastritis	EFO:0000337	chronic gastritis	EFO:0000337	chronic gastritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C26929	Chronic Gastritis	EFO:0000337	chronic gastritis	EFO:0000337	chronic gastritis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3265	chronic granulomatous disease	MONDO:0018305	chronic granulomatous disease	EFO:0000338	obsolete_chronic granulomatous disease	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:0081088	chronic myelogenous leukemia, BCR-ABL1 positive	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:8552	chronic myeloid leukemia	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0011996	chronic myelogenous leukemia, BCR-ABL1 positive	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3174	Chronic Myeloid Leukemia, BCR-ABL1 Positive	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3177	Myeloid Leukemia, Philadelphia-Positive	EFO:0000339	chronic myelogenous leukemia	EFO:0000339	chronic myelogenous leukemia	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:3083	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3199	Chronic Obstructive Pulmonary Disease	EFO:0000341	chronic obstructive pulmonary disease	EFO:0000341	chronic obstructive pulmonary disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005003	chronic pancreatitis	EFO:0000342	chronic pancreatitis	EFO:0000342	chronic pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C84637	Chronic Pancreatitis	EFO:0000342	chronic pancreatitis	EFO:0000342	chronic pancreatitis	Same	TRUE	FALSE	FALSE	FALSE	FALSE
FBbt:00017015	circular visceral muscle primordium	EFO:0000344	circular visceral mesoderm primordium	EFO:0000344	circular visceral mesoderm primordium	Same	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:4468	clear cell adenocarcinoma	EFO:0000348	clear cell adenocarcinoma	EFO:0000348	clear cell adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3766	Clear Cell Adenocarcinoma	EFO:0000348	clear cell adenocarcinoma	EFO:0000348	clear cell adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4072	Mesonephric Adenocarcinoma	EFO:0006719	mesonephric adenocarcinoma	EFO:0000348	clear cell adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4467	clear cell renal cell carcinoma	EFO:0000349	clear cell renal carcinoma	EFO:0000349	clear cell renal carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000349	clear cell renal carcinoma	EFO:0000349	clear cell renal carcinoma	EFO:0000349	clear cell renal carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4033	Clear Cell Renal Cell Carcinoma	EFO:0000349	clear cell renal carcinoma	EFO:0000349	clear cell renal carcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:4880	kidney clear cell sarcoma	EFO:0000350	clear cell sarcoma of the kidney	EFO:0000350	clear cell sarcoma of the kidney	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000350	clear cell sarcoma of the kidney	EFO:0000350	clear cell sarcoma of the kidney	EFO:0000350	clear cell sarcoma of the kidney	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005006	clear cell sarcoma of kidney	EFO:0000350	clear cell sarcoma of the kidney	EFO:0000350	clear cell sarcoma of the kidney	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C4264	Clear Cell Sarcoma of the Kidney	EFO:0000350	clear cell sarcoma of the kidney	EFO:0000350	clear cell sarcoma of the kidney	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0000267	cochlea	EFO:0009728	cochlear implant	EFO:0000357	obsolete_cochlea structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:60201	Cochlea	EFO:0009728	cochlear implant	EFO:0000357	obsolete_cochlea structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000240	cochlea	EFO:0009728	cochlear implant	EFO:0000357	obsolete_cochlea structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
XAO:0000197	lagena	HP:0008271	Abnormal cartilage collagen	EFO:0000357	obsolete_cochlea structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:2962	Cockayne syndrome	MONDO:0016006	Cockayne syndrome	EFO:0000359	obsolete_cockayne syndrome	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000269	colon	EFO:0004288	colonic neoplasm	EFO:0000361	obsolete_colon	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FMA:14543	Colon	EFO:0004288	colonic neoplasm	EFO:0000361	obsolete_colon	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
MA:0000335	colon	EFO:0004288	colonic neoplasm	EFO:0000361	obsolete_colon	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
ZFA:0000706	posterior intestine	MONDO:0021118	intestinal neoplasm	EFO:0000361	obsolete_colon	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:234	colon adenocarcinoma	EFO:1001949	colon adenocarcinoma	EFO:0000362	obsolete_colon adenocarcinoma	Same	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:1520	colon carcinoma	EFO:1001950	colon carcinoma	EFO:0000363	obsolete_colon carcinoma	Same	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:3029	colon mucinous adenocarcinoma	EFO:0000364	colon mucinous adenocarcinoma	EFO:0000364	colon mucinous adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C7966	Colon Mucinous Adenocarcinoma	EFO:0000364	colon mucinous adenocarcinoma	EFO:0000364	colon mucinous adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050861	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:0050913	large intestine adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
EFO:0000365	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C5105	Colorectal Adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	EFO:0000365	colorectal adenocarcinoma	Same	TRUE	FALSE	FALSE	FALSE	FALSE
DOID:12177	common variable immunodeficiency	MONDO:0015517	common variable immunodeficiency	EFO:0000367	obsolete_common variable immunodeficiency	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:12930	dilated cardiomyopathy	EFO:0000407	dilated cardiomyopathy	EFO:0000372	obsolete_congestive cardiomyopathy	Same	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:6000	congestive heart failure	EFO:0000373	congestive heart failure	EFO:0000373	congestive heart failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE
NCIT:C3080	Congestive Heart Failure	EFO:0000373	congestive heart failure	EFO:0000373	congestive heart failure	Same	TRUE	FALSE	FALSE	FALSE	FALSE
BTO:0000286	cornea	MONDO:0021238	cornea neoplasm	EFO:0000377	obsolete_cornea structure	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000291	corpus allatum	EFO:0000448	embryonic corpus allatum	EFO:0000379	obsolete_corpus allatum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00001716	corpus allatum primordium	EFO:0000449	embryonic corpus cardiacum	EFO:0000379	obsolete_corpus allatum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
FBbt:00005800	corpus allatum	EFO:0000448	embryonic corpus allatum	EFO:0000379	obsolete_corpus allatum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0000432	corpus cardiacum	EFO:0000449	embryonic corpus cardiacum	EFO:0000380	obsolete_corpus cardiacum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
BTO:0001311	corpus striatum	MONDO:0015450	triatrial heart	EFO:0000381	obsolete_corpus striatum	Unrelated	FALSE	FALSE	FALSE	FALSE	FALSE
DOID:8778	Crohn's disease	EFO:0000384	Crohn's disease	EFO:0000384	Crohn's disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
MONDO:0005011	Crohn disease	EFO:0000384	Crohn's disease	EFO:0000384	Crohn's disease	Same	TRUE	FALSE	FALSE	FALSE	FALSE
